Datetime,MACD_buy,MACD_sell
2025-02-27 14:30:00+00:00,,
2025-02-27 14:31:00+00:00,,
2025-02-27 14:32:00+00:00,,
2025-02-27 14:33:00+00:00,,
2025-02-27 14:34:00+00:00,,
2025-02-27 14:35:00+00:00,,
2025-02-27 14:36:00+00:00,,
2025-02-27 14:37:00+00:00,,
2025-02-27 14:38:00+00:00,,
2025-02-27 14:39:00+00:00,,
2025-02-27 14:40:00+00:00,,
2025-02-27 14:41:00+00:00,,
2025-02-27 14:42:00+00:00,,
2025-02-27 14:43:00+00:00,,
2025-02-27 14:44:00+00:00,,
2025-02-27 14:45:00+00:00,,
2025-02-27 14:46:00+00:00,,
2025-02-27 14:47:00+00:00,,
2025-02-27 14:48:00+00:00,,
2025-02-27 14:49:00+00:00,,
2025-02-27 14:50:00+00:00,,
2025-02-27 14:51:00+00:00,,
2025-02-27 14:52:00+00:00,,
2025-02-27 14:53:00+00:00,,
2025-02-27 14:54:00+00:00,,
2025-02-27 14:55:00+00:00,,
2025-02-27 14:56:00+00:00,,
2025-02-27 14:57:00+00:00,,
2025-02-27 14:58:00+00:00,,
2025-02-27 14:59:00+00:00,,
2025-02-27 15:00:00+00:00,,
2025-02-27 15:01:00+00:00,,
2025-02-27 15:02:00+00:00,,
2025-02-27 15:03:00+00:00,,
2025-02-27 15:04:00+00:00,,
2025-02-27 15:05:00+00:00,,
2025-02-27 15:06:00+00:00,,
2025-02-27 15:07:00+00:00,,
2025-02-27 15:08:00+00:00,,
2025-02-27 15:09:00+00:00,,
2025-02-27 15:10:00+00:00,,
2025-02-27 15:11:00+00:00,,
2025-02-27 15:12:00+00:00,,
2025-02-27 15:13:00+00:00,,
2025-02-27 15:14:00+00:00,,
2025-02-27 15:15:00+00:00,,
2025-02-27 15:16:00+00:00,,
2025-02-27 15:19:00+00:00,,
2025-02-27 15:20:00+00:00,,
2025-02-27 15:21:00+00:00,,
2025-02-27 15:22:00+00:00,,
2025-02-27 15:23:00+00:00,,
2025-02-27 15:24:00+00:00,,
2025-02-27 15:25:00+00:00,,
2025-02-27 15:26:00+00:00,,
2025-02-27 15:27:00+00:00,,
2025-02-27 15:28:00+00:00,,
2025-02-27 15:29:00+00:00,,
2025-02-27 15:30:00+00:00,,
2025-02-27 15:31:00+00:00,,
2025-02-27 15:32:00+00:00,,
2025-02-27 15:33:00+00:00,,
2025-02-27 15:34:00+00:00,,
2025-02-27 15:35:00+00:00,,
2025-02-27 15:36:00+00:00,,
2025-02-27 15:37:00+00:00,,
2025-02-27 15:38:00+00:00,,
2025-02-27 15:39:00+00:00,,
2025-02-27 15:40:00+00:00,,
2025-02-27 15:41:00+00:00,,
2025-02-27 15:42:00+00:00,,
2025-02-27 15:43:00+00:00,,
2025-02-27 15:44:00+00:00,,
2025-02-27 15:45:00+00:00,,
2025-02-27 15:46:00+00:00,,
2025-02-27 15:47:00+00:00,,
2025-02-27 15:48:00+00:00,,
2025-02-27 15:49:00+00:00,,
2025-02-27 15:50:00+00:00,,
2025-02-27 15:51:00+00:00,,
2025-02-27 15:52:00+00:00,,
2025-02-27 15:53:00+00:00,,
2025-02-27 15:54:00+00:00,,
2025-02-27 15:55:00+00:00,,
2025-02-27 15:56:00+00:00,,
2025-02-27 15:57:00+00:00,,
2025-02-27 15:58:00+00:00,,
2025-02-27 15:59:00+00:00,,
2025-02-27 16:00:00+00:00,,
2025-02-27 16:01:00+00:00,,
2025-02-27 16:02:00+00:00,,
2025-02-27 16:03:00+00:00,,
2025-02-27 16:04:00+00:00,,
2025-02-27 16:05:00+00:00,,
2025-02-27 16:06:00+00:00,,
2025-02-27 16:09:00+00:00,,
2025-02-27 16:10:00+00:00,,
2025-02-27 16:11:00+00:00,,
2025-02-27 16:12:00+00:00,,
2025-02-27 16:13:00+00:00,,
2025-02-27 16:14:00+00:00,,
2025-02-27 16:15:00+00:00,,
2025-02-27 16:16:00+00:00,,
2025-02-27 16:17:00+00:00,,
2025-02-27 16:18:00+00:00,,
2025-02-27 16:19:00+00:00,,
2025-02-27 16:20:00+00:00,,
2025-02-27 16:21:00+00:00,,
2025-02-27 16:22:00+00:00,,
2025-02-27 16:23:00+00:00,,
2025-02-27 16:24:00+00:00,,
2025-02-27 16:25:00+00:00,,
2025-02-27 16:26:00+00:00,,
2025-02-27 16:27:00+00:00,,
2025-02-27 16:28:00+00:00,,
2025-02-27 16:29:00+00:00,,
2025-02-27 16:30:00+00:00,,
2025-02-27 16:31:00+00:00,,
2025-02-27 16:32:00+00:00,,
2025-02-27 16:33:00+00:00,,
2025-02-27 16:34:00+00:00,,
2025-02-27 16:35:00+00:00,,
2025-02-27 16:36:00+00:00,,
2025-02-27 16:37:00+00:00,,
2025-02-27 16:38:00+00:00,,
2025-02-27 16:39:00+00:00,,
2025-02-27 16:40:00+00:00,,
2025-02-27 16:41:00+00:00,,
2025-02-27 16:42:00+00:00,,
2025-02-27 16:43:00+00:00,,
2025-02-27 16:44:00+00:00,,
2025-02-27 16:45:00+00:00,,
2025-02-27 16:46:00+00:00,,
2025-02-27 16:47:00+00:00,,
2025-02-27 16:48:00+00:00,,
2025-02-27 16:49:00+00:00,,
2025-02-27 16:50:00+00:00,,
2025-02-27 16:51:00+00:00,,
2025-02-27 16:52:00+00:00,,
2025-02-27 16:53:00+00:00,,
2025-02-27 16:54:00+00:00,,
2025-02-27 16:55:00+00:00,,
2025-02-27 16:56:00+00:00,,
2025-02-27 16:57:00+00:00,,
2025-02-27 16:58:00+00:00,,
2025-02-27 16:59:00+00:00,,
2025-02-27 17:00:00+00:00,,
2025-02-27 17:01:00+00:00,,
2025-02-27 17:02:00+00:00,,
2025-02-27 17:03:00+00:00,,
2025-02-27 17:04:00+00:00,,
2025-02-27 17:05:00+00:00,,
2025-02-27 17:06:00+00:00,,
2025-02-27 17:07:00+00:00,,
2025-02-27 17:08:00+00:00,,
2025-02-27 17:09:00+00:00,,
2025-02-27 17:10:00+00:00,,
2025-02-27 17:11:00+00:00,,
2025-02-27 17:12:00+00:00,,
2025-02-27 17:13:00+00:00,,
2025-02-27 17:14:00+00:00,,
2025-02-27 17:15:00+00:00,,
2025-02-27 17:16:00+00:00,,
